2026-04-10 17:09:58.194 +09:00 | INF | TraceId:  | Executed DbCommand (33ms) [Parameters=[], CommandType='"Text"', CommandTimeout='30']
SELECT 1 | Ex:  | Source: Microsoft.EntityFrameworkCore.Database.Command
2026-04-10 17:09:58.381 +09:00 | INF | TraceId:  | Executed DbCommand (50ms) [Parameters=[], CommandType='"Text"', CommandTimeout='30']
SELECT OBJECT_ID(N'[__EFMigrationsHistory]'); | Ex:  | Source: Microsoft.EntityFrameworkCore.Database.Command
2026-04-10 17:09:58.396 +09:00 | INF | TraceId:  | Executed DbCommand (9ms) [Parameters=[], CommandType='"Text"', CommandTimeout='30']
SELECT 1 | Ex:  | Source: Microsoft.EntityFrameworkCore.Database.Command
2026-04-10 17:09:58.400 +09:00 | INF | TraceId:  | Executed DbCommand (2ms) [Parameters=[], CommandType='"Text"', CommandTimeout='30']
SELECT OBJECT_ID(N'[__EFMigrationsHistory]'); | Ex:  | Source: Microsoft.EntityFrameworkCore.Database.Command
2026-04-10 17:09:58.442 +09:00 | INF | TraceId:  | Executed DbCommand (5ms) [Parameters=[], CommandType='"Text"', CommandTimeout='30']
SELECT [MigrationId], [ProductVersion]
FROM [__EFMigrationsHistory]
ORDER BY [MigrationId]; | Ex:  | Source: Microsoft.EntityFrameworkCore.Database.Command
2026-04-10 17:09:58.483 +09:00 | INF | TraceId:  | No migrations were applied. The database is already up to date. | Ex:  | Source: Microsoft.EntityFrameworkCore.Migrations
2026-04-10 17:10:30.381 +09:00 | INF | TraceId: 87376d0b28a9123d96d66fa3f9e4daca | Executing OkObjectResult, writing value of type '<>f__AnonymousType1`2[[System.String, System.Private.CoreLib, Version=8.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e],[System.Int32, System.Private.CoreLib, Version=8.0.0.0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]'. | Ex:  | Source: Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor
2026-04-10 17:10:30.382 +09:00 | INF | TraceId: 87376d0b28a9123d96d66fa3f9e4daca | Executed action IssueManagement.Controllers.IssuesApiController.GetViewerToken (IssueManagement) in 208.1056ms | Ex:  | Source: Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker
2026-04-10 17:10:30.382 +09:00 | INF | TraceId: 87376d0b28a9123d96d66fa3f9e4daca | Executed endpoint 'IssueManagement.Controllers.IssuesApiController.GetViewerToken (IssueManagement)' | Ex:  | Source: Microsoft.AspNetCore.Routing.EndpointMiddleware
2026-04-10 17:10:30.382 +09:00 | INF | TraceId: 87376d0b28a9123d96d66fa3f9e4daca | HTTP POST /api/IssuesApi/GetViewerToken responded 200 in 210.3241 ms | Ex:  | Source: Serilog.AspNetCore.RequestLoggingMiddleware
2026-04-10 17:10:30.382 +09:00 | INF | TraceId: 87376d0b28a9123d96d66fa3f9e4daca | Request finished HTTP/2 POST https://localhost:7053/api/IssuesApi/GetViewerToken - 200 null application/json; charset=utf-8 211.7569ms | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:10:30.587 +09:00 | INF | TraceId: 53afc261017d91f2829a72ced2de813c | Request starting HTTP/2 GET https://localhost:7053/api/IssuesApi/GetAllIssues - null null | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:10:30.589 +09:00 | INF | TraceId: 53afc261017d91f2829a72ced2de813c | Executing endpoint 'IssueManagement.Controllers.IssuesApiController.GetAllIssues (IssueManagement)' | Ex:  | Source: Microsoft.AspNetCore.Routing.EndpointMiddleware
2026-04-10 17:10:30.589 +09:00 | INF | TraceId: 53afc261017d91f2829a72ced2de813c | Route matched with {action = "GetAllIssues", controller = "IssuesApi", page = ""}. Executing controller action with signature System.Threading.Tasks.Task`1[Microsoft.AspNetCore.Mvc.IActionResult] GetAllIssues(System.Nullable`1[IssueManagement.Domain.Enums.IssueStatus], System.Nullable`1[IssueManagement.Domain.Enums.IssueType], System.Threading.CancellationToken) on controller IssueManagement.Controllers.IssuesApiController (IssueManagement). | Ex:  | Source: Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker
2026-04-10 17:10:30.590 +09:00 | INF | TraceId: 53afc261017d91f2829a72ced2de813c | Executing action method IssueManagement.Controllers.IssuesApiController.GetAllIssues (IssueManagement) - Validation state: "Valid" | Ex:  | Source: Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker
2026-04-10 17:10:30.717 +09:00 | INF | TraceId: 53afc261017d91f2829a72ced2de813c | Executed DbCommand (5ms) [Parameters=[], CommandType='"Text"', CommandTimeout='30']
SELECT [i].[ID], [i].[CreatedBy], [i].[CreatedOn], [i].[DeletedOn], [i].[Description], [i].[LocationDbId], [i].[LocationType], [i].[LocationWorldX], [i].[LocationWorldY], [i].[LocationWorldZ], [i].[Status], [i].[Title], [i].[Type], [i].[UpdatedBy], [i].[UpdatedOn], [i0].[ID], [i0].[BlobKey], [i0].[ContentType], [i0].[CorrectionStage], [i0].[CreatedBy], [i0].[CreatedOn], [i0].[DeletedOn], [i0].[FileName], [i0].[IssueId], [i0].[UpdatedBy], [i0].[UpdatedOn], [i1].[ID], [i1].[Comment], [i1].[CreatedBy], [i1].[CreatedOn], [i1].[DeletedOn], [i1].[IssueId], [i1].[Status], [i1].[UpdatedBy], [i1].[UpdatedOn]
FROM [Issues] AS [i]
LEFT JOIN [IssuePhotos] AS [i0] ON [i].[ID] = [i0].[IssueId]
LEFT JOIN [IssueStatusHistories] AS [i1] ON [i].[ID] = [i1].[IssueId]
ORDER BY [i].[CreatedOn] DESC, [i].[ID], [i0].[ID] | Ex:  | Source: Microsoft.EntityFrameworkCore.Database.Command
2026-04-10 17:10:30.723 +09:00 | INF | TraceId: 53afc261017d91f2829a72ced2de813c | Executed action method IssueManagement.Controllers.IssuesApiController.GetAllIssues (IssueManagement), returned result Microsoft.AspNetCore.Mvc.OkObjectResult in 131.8224ms. | Ex:  | Source: Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker
2026-04-10 17:10:30.723 +09:00 | INF | TraceId: 53afc261017d91f2829a72ced2de813c | Executing OkObjectResult, writing value of type 'System.Collections.Generic.List`1[[IssueManagement.Application.DTOs.IssueDto, IssueManagement.Application, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null]]'. | Ex:  | Source: Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor
2026-04-10 17:10:30.726 +09:00 | INF | TraceId: 53afc261017d91f2829a72ced2de813c | Executed action IssueManagement.Controllers.IssuesApiController.GetAllIssues (IssueManagement) in 135.9155ms | Ex:  | Source: Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker
2026-04-10 17:10:30.726 +09:00 | INF | TraceId: 53afc261017d91f2829a72ced2de813c | Executed endpoint 'IssueManagement.Controllers.IssuesApiController.GetAllIssues (IssueManagement)' | Ex:  | Source: Microsoft.AspNetCore.Routing.EndpointMiddleware
2026-04-10 17:10:30.726 +09:00 | INF | TraceId: 53afc261017d91f2829a72ced2de813c | HTTP GET /api/IssuesApi/GetAllIssues responded 200 in 138.5422 ms | Ex:  | Source: Serilog.AspNetCore.RequestLoggingMiddleware
2026-04-10 17:10:30.727 +09:00 | INF | TraceId: 53afc261017d91f2829a72ced2de813c | Request finished HTTP/2 GET https://localhost:7053/api/IssuesApi/GetAllIssues - 200 null application/json; charset=utf-8 139.7974ms | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:10:32.407 +09:00 | INF | TraceId: ac7e703c97e9b64bd65ba2b1956ffc07 | Request starting HTTP/1.1 GET https://localhost:7053/healthCheck - null null | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:10:32.408 +09:00 | INF | TraceId: ac7e703c97e9b64bd65ba2b1956ffc07 | Executing endpoint 'Health checks' | Ex:  | Source: Microsoft.AspNetCore.Routing.EndpointMiddleware
2026-04-10 17:10:32.411 +09:00 | INF | TraceId: ac7e703c97e9b64bd65ba2b1956ffc07 | Executed endpoint 'Health checks' | Ex:  | Source: Microsoft.AspNetCore.Routing.EndpointMiddleware
2026-04-10 17:10:32.411 +09:00 | INF | TraceId: ac7e703c97e9b64bd65ba2b1956ffc07 | HTTP GET /healthCheck responded 200 in 3.4092 ms | Ex:  | Source: Serilog.AspNetCore.RequestLoggingMiddleware
2026-04-10 17:10:32.412 +09:00 | INF | TraceId: ac7e703c97e9b64bd65ba2b1956ffc07 | Request finished HTTP/1.1 GET https://localhost:7053/healthCheck - 200 null text/plain 5.5363ms | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:10:33.373 +09:00 | INF | TraceId: 5e8a3feaebdfbe45e0411f3161f4522f | Request starting HTTP/1.1 GET https://localhost:7053/health - null null | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:10:33.374 +09:00 | INF | TraceId: 5e8a3feaebdfbe45e0411f3161f4522f | Executing endpoint 'Health checks' | Ex:  | Source: Microsoft.AspNetCore.Routing.EndpointMiddleware
2026-04-10 17:10:33.379 +09:00 | INF | TraceId: 5e8a3feaebdfbe45e0411f3161f4522f | Executed endpoint 'Health checks' | Ex:  | Source: Microsoft.AspNetCore.Routing.EndpointMiddleware
2026-04-10 17:10:33.380 +09:00 | INF | TraceId: 5e8a3feaebdfbe45e0411f3161f4522f | HTTP GET /health responded 200 in 6.2858 ms | Ex:  | Source: Serilog.AspNetCore.RequestLoggingMiddleware
2026-04-10 17:10:33.380 +09:00 | INF | TraceId: 5e8a3feaebdfbe45e0411f3161f4522f | Request finished HTTP/1.1 GET https://localhost:7053/health - 200 null text/plain 7.5158ms | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:10:58.932 +09:00 | INF | TraceId: c767f010adaf04114c07c8c9f7ff4c14 | Request starting HTTP/2 GET https://localhost:7053/healthcheck - null null | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:10:58.936 +09:00 | INF | TraceId: c767f010adaf04114c07c8c9f7ff4c14 | Executing endpoint 'Health checks' | Ex:  | Source: Microsoft.AspNetCore.Routing.EndpointMiddleware
2026-04-10 17:10:58.938 +09:00 | INF | TraceId: c767f010adaf04114c07c8c9f7ff4c14 | Executed endpoint 'Health checks' | Ex:  | Source: Microsoft.AspNetCore.Routing.EndpointMiddleware
2026-04-10 17:10:58.938 +09:00 | INF | TraceId: c767f010adaf04114c07c8c9f7ff4c14 | HTTP GET /healthcheck responded 200 in 2.7514 ms | Ex:  | Source: Serilog.AspNetCore.RequestLoggingMiddleware
2026-04-10 17:10:58.939 +09:00 | INF | TraceId: c767f010adaf04114c07c8c9f7ff4c14 | Request finished HTTP/2 GET https://localhost:7053/healthcheck - 200 null text/plain 6.8504ms | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:11:02.420 +09:00 | INF | TraceId: 4437536f409e5a2bc811e41f7bab294a | Request starting HTTP/1.1 GET https://localhost:7053/healthCheck - null null | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:11:02.420 +09:00 | INF | TraceId: 4437536f409e5a2bc811e41f7bab294a | Executing endpoint 'Health checks' | Ex:  | Source: Microsoft.AspNetCore.Routing.EndpointMiddleware
2026-04-10 17:11:02.423 +09:00 | INF | TraceId: 4437536f409e5a2bc811e41f7bab294a | Executed endpoint 'Health checks' | Ex:  | Source: Microsoft.AspNetCore.Routing.EndpointMiddleware
2026-04-10 17:11:02.423 +09:00 | INF | TraceId: 4437536f409e5a2bc811e41f7bab294a | HTTP GET /healthCheck responded 200 in 2.7223 ms | Ex:  | Source: Serilog.AspNetCore.RequestLoggingMiddleware
2026-04-10 17:11:02.423 +09:00 | INF | TraceId: 4437536f409e5a2bc811e41f7bab294a | Request finished HTTP/1.1 GET https://localhost:7053/healthCheck - 200 null text/plain 3.927ms | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:11:03.400 +09:00 | INF | TraceId: fa0cff4a520c14da753694a08b9e2dc1 | Request starting HTTP/1.1 GET https://localhost:7053/health - null null | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:11:03.400 +09:00 | INF | TraceId: fa0cff4a520c14da753694a08b9e2dc1 | Executing endpoint 'Health checks' | Ex:  | Source: Microsoft.AspNetCore.Routing.EndpointMiddleware
2026-04-10 17:11:03.402 +09:00 | INF | TraceId: fa0cff4a520c14da753694a08b9e2dc1 | Executed endpoint 'Health checks' | Ex:  | Source: Microsoft.AspNetCore.Routing.EndpointMiddleware
2026-04-10 17:11:03.403 +09:00 | INF | TraceId: fa0cff4a520c14da753694a08b9e2dc1 | HTTP GET /health responded 200 in 2.5508 ms | Ex:  | Source: Serilog.AspNetCore.RequestLoggingMiddleware
2026-04-10 17:11:03.403 +09:00 | INF | TraceId: fa0cff4a520c14da753694a08b9e2dc1 | Request finished HTTP/1.1 GET https://localhost:7053/health - 200 null text/plain 3.36ms | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:11:37.190 +09:00 | INF | TraceId:  | Executed DbCommand (55ms) [Parameters=[], CommandType='"Text"', CommandTimeout='30']
SELECT 1 | Ex:  | Source: Microsoft.EntityFrameworkCore.Database.Command
2026-04-10 17:11:37.365 +09:00 | INF | TraceId:  | Executed DbCommand (51ms) [Parameters=[], CommandType='"Text"', CommandTimeout='30']
SELECT OBJECT_ID(N'[__EFMigrationsHistory]'); | Ex:  | Source: Microsoft.EntityFrameworkCore.Database.Command
2026-04-10 17:11:37.373 +09:00 | INF | TraceId:  | Executed DbCommand (2ms) [Parameters=[], CommandType='"Text"', CommandTimeout='30']
SELECT 1 | Ex:  | Source: Microsoft.EntityFrameworkCore.Database.Command
2026-04-10 17:11:37.375 +09:00 | INF | TraceId:  | Executed DbCommand (1ms) [Parameters=[], CommandType='"Text"', CommandTimeout='30']
SELECT OBJECT_ID(N'[__EFMigrationsHistory]'); | Ex:  | Source: Microsoft.EntityFrameworkCore.Database.Command
2026-04-10 17:11:37.412 +09:00 | INF | TraceId:  | Executed DbCommand (4ms) [Parameters=[], CommandType='"Text"', CommandTimeout='30']
SELECT [MigrationId], [ProductVersion]
FROM [__EFMigrationsHistory]
ORDER BY [MigrationId]; | Ex:  | Source: Microsoft.EntityFrameworkCore.Database.Command
2026-04-10 17:11:37.451 +09:00 | INF | TraceId:  | No migrations were applied. The database is already up to date. | Ex:  | Source: Microsoft.EntityFrameworkCore.Migrations
2026-04-10 17:11:37.619 +09:00 | INF | TraceId:  | User profile is available. Using 'C:\Users\105-4846\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest. | Ex:  | Source: Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager
2026-04-10 17:11:38.370 +09:00 | INF | TraceId:  | Now listening on: https://localhost:65311 | Ex:  | Source: Microsoft.Hosting.Lifetime
2026-04-10 17:11:38.370 +09:00 | INF | TraceId:  | Now listening on: http://localhost:65312 | Ex:  | Source: Microsoft.Hosting.Lifetime
2026-04-10 17:11:38.549 +09:00 | INF | TraceId:  | Application started. Press Ctrl+C to shut down. | Ex:  | Source: Microsoft.Hosting.Lifetime
2026-04-10 17:11:38.550 +09:00 | INF | TraceId:  | Hosting environment: Development | Ex:  | Source: Microsoft.Hosting.Lifetime
2026-04-10 17:11:38.550 +09:00 | INF | TraceId:  | Content root path: C:\Projects\1 Study and work space\Issue-Management\IssueManagement\IssueManagement | Ex:  | Source: Microsoft.Hosting.Lifetime
2026-04-10 17:11:39.149 +09:00 | INF | TraceId: d9661123fff483b8f50be4480fb73b80 | Request starting HTTP/1.1 GET https://localhost:7053/healthCheck-1 - null null | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:11:39.265 +09:00 | INF | TraceId: d9661123fff483b8f50be4480fb73b80 | HTTP GET /healthCheck-1 responded 404 in 80.9084 ms | Ex:  | Source: Serilog.AspNetCore.RequestLoggingMiddleware
2026-04-10 17:11:39.290 +09:00 | INF | TraceId: d9661123fff483b8f50be4480fb73b80 | Request finished HTTP/1.1 GET https://localhost:7053/healthCheck-1 - 404 0 null 153.2866ms | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:11:39.296 +09:00 | INF | TraceId: d9661123fff483b8f50be4480fb73b80 | Request reached the end of the middleware pipeline without being handled by application code. Request path: GET https://localhost:7053/healthCheck-1, Response status code: 404 | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:11:40.323 +09:00 | INF | TraceId: d60371845c7a9851cddea1b8693906e6 | Request starting HTTP/1.1 GET https://localhost:7053/healthCheck-1 - null null | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:11:40.330 +09:00 | INF | TraceId: d60371845c7a9851cddea1b8693906e6 | HTTP GET /healthCheck-1 responded 404 in 4.5995 ms | Ex:  | Source: Serilog.AspNetCore.RequestLoggingMiddleware
2026-04-10 17:11:40.331 +09:00 | INF | TraceId: d60371845c7a9851cddea1b8693906e6 | Request finished HTTP/1.1 GET https://localhost:7053/healthCheck-1 - 404 0 null 8.6219ms | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:11:40.332 +09:00 | INF | TraceId: d60371845c7a9851cddea1b8693906e6 | Request reached the end of the middleware pipeline without being handled by application code. Request path: GET https://localhost:7053/healthCheck-1, Response status code: 404 | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:11:42.344 +09:00 | INF | TraceId: e5915303dccb3abd93cd0a799e73ade8 | Request starting HTTP/1.1 GET https://localhost:7053/healthCheck-1 - null null | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:11:42.347 +09:00 | INF | TraceId: e5915303dccb3abd93cd0a799e73ade8 | HTTP GET /healthCheck-1 responded 404 in 1.9167 ms | Ex:  | Source: Serilog.AspNetCore.RequestLoggingMiddleware
2026-04-10 17:11:42.348 +09:00 | INF | TraceId: e5915303dccb3abd93cd0a799e73ade8 | Request finished HTTP/1.1 GET https://localhost:7053/healthCheck-1 - 404 0 null 3.3298ms | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:11:42.349 +09:00 | INF | TraceId: e5915303dccb3abd93cd0a799e73ade8 | Request reached the end of the middleware pipeline without being handled by application code. Request path: GET https://localhost:7053/healthCheck-1, Response status code: 404 | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:11:43.609 +09:00 | INF | TraceId: d30b7c19332137a4e5298bb7116b1a15 | Request starting HTTP/1.1 GET https://localhost:7053/healthCheck-1 - null null | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:11:43.610 +09:00 | INF | TraceId: d30b7c19332137a4e5298bb7116b1a15 | HTTP GET /healthCheck-1 responded 404 in 0.1435 ms | Ex:  | Source: Serilog.AspNetCore.RequestLoggingMiddleware
2026-04-10 17:11:43.610 +09:00 | INF | TraceId: d30b7c19332137a4e5298bb7116b1a15 | Request finished HTTP/1.1 GET https://localhost:7053/healthCheck-1 - 404 0 null 1.1033ms | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:11:43.610 +09:00 | INF | TraceId: d30b7c19332137a4e5298bb7116b1a15 | Request reached the end of the middleware pipeline without being handled by application code. Request path: GET https://localhost:7053/healthCheck-1, Response status code: 404 | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:11:44.618 +09:00 | INF | TraceId: 60a2c0def4a51d3677060228a8b9c7af | Request starting HTTP/1.1 GET https://localhost:7053/healthCheck-1 - null null | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:11:44.619 +09:00 | INF | TraceId: 60a2c0def4a51d3677060228a8b9c7af | HTTP GET /healthCheck-1 responded 404 in 0.1685 ms | Ex:  | Source: Serilog.AspNetCore.RequestLoggingMiddleware
2026-04-10 17:11:44.619 +09:00 | INF | TraceId: 60a2c0def4a51d3677060228a8b9c7af | Request finished HTTP/1.1 GET https://localhost:7053/healthCheck-1 - 404 0 null 0.9187ms | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:11:44.619 +09:00 | INF | TraceId: 60a2c0def4a51d3677060228a8b9c7af | Request reached the end of the middleware pipeline without being handled by application code. Request path: GET https://localhost:7053/healthCheck-1, Response status code: 404 | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:11:45.359 +09:00 | INF | TraceId: 276515b03c5f12418ba5b9a0637131e1 | Request starting HTTP/1.1 GET https://localhost:7053/healthCheck-1 - null null | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:11:45.360 +09:00 | INF | TraceId: 276515b03c5f12418ba5b9a0637131e1 | HTTP GET /healthCheck-1 responded 404 in 0.1770 ms | Ex:  | Source: Serilog.AspNetCore.RequestLoggingMiddleware
2026-04-10 17:11:45.360 +09:00 | INF | TraceId: 276515b03c5f12418ba5b9a0637131e1 | Request finished HTTP/1.1 GET https://localhost:7053/healthCheck-1 - 404 0 null 1.8694ms | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:11:45.361 +09:00 | INF | TraceId: 276515b03c5f12418ba5b9a0637131e1 | Request reached the end of the middleware pipeline without being handled by application code. Request path: GET https://localhost:7053/healthCheck-1, Response status code: 404 | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:11:46.625 +09:00 | INF | TraceId: 94b2eb780fd2f6704ef3aa41b9fbefe6 | Request starting HTTP/1.1 GET https://localhost:7053/healthCheck-1 - null null | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:11:46.626 +09:00 | INF | TraceId: 94b2eb780fd2f6704ef3aa41b9fbefe6 | HTTP GET /healthCheck-1 responded 404 in 0.1109 ms | Ex:  | Source: Serilog.AspNetCore.RequestLoggingMiddleware
2026-04-10 17:11:46.626 +09:00 | INF | TraceId: 94b2eb780fd2f6704ef3aa41b9fbefe6 | Request finished HTTP/1.1 GET https://localhost:7053/healthCheck-1 - 404 0 null 0.9044ms | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:11:46.626 +09:00 | INF | TraceId: 94b2eb780fd2f6704ef3aa41b9fbefe6 | Request reached the end of the middleware pipeline without being handled by application code. Request path: GET https://localhost:7053/healthCheck-1, Response status code: 404 | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:11:49.418 +09:00 | INF | TraceId: f9f32f47b790cb62f7d3f9e923f41cb1 | Request starting HTTP/1.1 GET https://localhost:7053/healthCheck-1 - null null | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:11:49.420 +09:00 | INF | TraceId: f9f32f47b790cb62f7d3f9e923f41cb1 | HTTP GET /healthCheck-1 responded 404 in 0.6031 ms | Ex:  | Source: Serilog.AspNetCore.RequestLoggingMiddleware
2026-04-10 17:11:49.420 +09:00 | INF | TraceId: f9f32f47b790cb62f7d3f9e923f41cb1 | Request finished HTTP/1.1 GET https://localhost:7053/healthCheck-1 - 404 0 null 2.0728ms | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:11:49.421 +09:00 | INF | TraceId: f9f32f47b790cb62f7d3f9e923f41cb1 | Request reached the end of the middleware pipeline without being handled by application code. Request path: GET https://localhost:7053/healthCheck-1, Response status code: 404 | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:11:49.639 +09:00 | INF | TraceId: f05c818bd333c1dbbf9fd1f8b443f097 | Request starting HTTP/1.1 GET https://localhost:7053/healthCheck-1 - null null | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:11:49.640 +09:00 | INF | TraceId: f05c818bd333c1dbbf9fd1f8b443f097 | HTTP GET /healthCheck-1 responded 404 in 0.4573 ms | Ex:  | Source: Serilog.AspNetCore.RequestLoggingMiddleware
2026-04-10 17:11:49.640 +09:00 | INF | TraceId: f05c818bd333c1dbbf9fd1f8b443f097 | Request finished HTTP/1.1 GET https://localhost:7053/healthCheck-1 - 404 0 null 1.4535ms | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:11:49.641 +09:00 | INF | TraceId: f05c818bd333c1dbbf9fd1f8b443f097 | Request reached the end of the middleware pipeline without being handled by application code. Request path: GET https://localhost:7053/healthCheck-1, Response status code: 404 | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:11:51.761 +09:00 | INF | TraceId: 76bc19ed12cc70635f72aa0b2b9cdbf7 | Request starting HTTP/2 GET https://localhost:7053/ - null null | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
2026-04-10 17:11:51.796 +09:00 | INF | TraceId: 76bc19ed12cc70635f72aa0b2b9cdbf7 | Executing endpoint '/Index' | Ex:  | Source: Microsoft.AspNetCore.Routing.EndpointMiddleware
2026-04-10 17:11:51.826 +09:00 | INF | TraceId: 76bc19ed12cc70635f72aa0b2b9cdbf7 | Route matched with {page = "/Index", action = "", controller = ""}. Executing page /Index | Ex:  | Source: Microsoft.AspNetCore.Mvc.RazorPages.Infrastructure.PageActionInvoker
2026-04-10 17:11:51.834 +09:00 | INF | TraceId: 76bc19ed12cc70635f72aa0b2b9cdbf7 | Executing handler method IssueManagement.Pages.IndexModel.OnGet - ModelState is "Valid" | Ex:  | Source: Microsoft.AspNetCore.Mvc.RazorPages.Infrastructure.PageActionInvoker
2026-04-10 17:11:51.844 +09:00 | INF | TraceId: 76bc19ed12cc70635f72aa0b2b9cdbf7 | Executed handler method OnGet, returned result . | Ex:  | Source: Microsoft.AspNetCore.Mvc.RazorPages.Infrastructure.PageActionInvoker
2026-04-10 17:11:51.847 +09:00 | INF | TraceId: 76bc19ed12cc70635f72aa0b2b9cdbf7 | Executing an implicit handler method - ModelState is "Valid" | Ex:  | Source: Microsoft.AspNetCore.Mvc.RazorPages.Infrastructure.PageActionInvoker
2026-04-10 17:11:51.848 +09:00 | INF | TraceId: 76bc19ed12cc70635f72aa0b2b9cdbf7 | Executed an implicit handler method, returned result Microsoft.AspNetCore.Mvc.RazorPages.PageResult. | Ex:  | Source: Microsoft.AspNetCore.Mvc.RazorPages.Infrastructure.PageActionInvoker
2026-04-10 17:11:51.938 +09:00 | INF | TraceId: 76bc19ed12cc70635f72aa0b2b9cdbf7 | Executed page /Index in 107.4629ms | Ex:  | Source: Microsoft.AspNetCore.Mvc.RazorPages.Infrastructure.PageActionInvoker
2026-04-10 17:11:51.939 +09:00 | INF | TraceId: 76bc19ed12cc70635f72aa0b2b9cdbf7 | Executed endpoint '/Index' | Ex:  | Source: Microsoft.AspNetCore.Routing.EndpointMiddleware
2026-04-10 17:11:51.941 +09:00 | INF | TraceId: 76bc19ed12cc70635f72aa0b2b9cdbf7 | HTTP GET / responded 200 in 152.5080 ms | Ex:  | Source: Serilog.AspNetCore.RequestLoggingMiddleware
2026-04-10 17:11:51.946 +09:00 | INF | TraceId: 76bc19ed12cc70635f72aa0b2b9cdbf7 | Request finished HTTP/2 GET https://localhost:7053/ - 200 null text/html; charset=utf-8 186.1503ms | Ex:  | Source: Microsoft.AspNetCore.Hosting.Diagnostics
